"コード","銘柄名","市場","現在値","前日比(%)","株価(円)","株価騰落【率】(%)","時価総額(百万円)","出来高増加率(倍)"
"4072","電算システムＨＬＤＧ","東P","3465","+45.0(+1.32%)","3,465.0","1.32","37,416","0.65"
"4073","ジィ・シィ企画","東G","579","-1.0(-0.17%)","579.0","-0.17","1,470","0.41"
"4074","ラキール","東G","703","+15.0(+2.18%)","703.0","2.18","5,394","1.06"
"4075","ブレインズテクノロジー","東G","833","+6.0(+0.73%)","833.0","0.73","4,965","0.98"
"4076","シイエヌエス","東G","1884","+90.0(+5.02%)","1,884.0","5.02","5,475","0.09"
"4078","堺化学工業","東P","3405","+0.0(+0.00%)","3,405.0","0.00","57,885","0.70"
"407A","ＵＮＩＣＯＮ　ＨＬＤＧ","東S","1180","-10.0(-0.84%)","1,180.0","-0.84","11,676","0.76"
"4080","田中化学研究所","東S","414","+1.0(+0.24%)","414.0","0.24","13,469","0.95"
"4082","第一稀元素化学工業","東P","2905","+187.0(+6.88%)","2,905.0","6.88","70,882","1.71"
"4088","エア・ウォーター","東P","2379.5","-1.0(-0.04%)","2,379.5","-0.04","546,702","0.62"
"4091","日本酸素ＨＤ","東P","4676.0","+29.0(+0.62%)","4,676.0","0.62","2,025,142","0.65"
"4092","日本化学工業","東P","3230","-10.0(-0.31%)","3,230.0","-0.31","28,821","1.01"
"4093","東邦アセチレン","東S","375","+6.0(+1.63%)","375.0","1.63","13,133","0.82"
"4094","日本化学産業","東S","2692","-33.0(-1.21%)","2,692.0","-1.21","54,594","1.07"
"4095","日本パーカライジング","東P","1503","-17.0(-1.12%)","1,503.0","-1.12","199,305","0.79"
"4097","高圧ガス工業","東P","1134","-8.0(-0.70%)","1,134.0","-0.70","63,025","1.51"
"4098","チタン工業","東S","1428","+165.0(+13.06%)","1,428.0","13.06","4,323","1.32"
"4099","四国化成ＨＬＤＧ","東P","3125","+40.0(+1.30%)","3,125.0","1.30","140,217","0.97"
"409A","オリオンビール","東P","1363","+13.0(+0.96%)","1,363.0","0.96","56,090","1.42"
"4100","戸田工業","東S","1475","+9.0(+0.61%)","1,475.0","0.61","8,996","0.63"
"4102","丸尾カルシウム","東S","1441","+10.0(+0.70%)","1,441.0","0.70","3,394","1.00"
"4107","伊勢化学工業","東S","6160","+40.0(+0.65%)","6,160.0","0.65","316,324","0.91"
"4109","ステラ　ケミファ","東P","5160","-30.0(-0.58%)","5,160.0","-0.58","66,942","0.83"
"410A","ＧＭＯ　コマース","東G","1297","+21.0(+1.65%)","1,297.0","1.65","7,171","2.54"
"4112","保土谷化学工業","東P","2338","-24.0(-1.02%)","2,338.0","-1.02","39,343","0.79"
"4113","田岡化学工業","東S","1512","+16.0(+1.07%)","1,512.0","1.07","21,833","0.79"
"4114","日本触媒","東P","2258.0","+31.0(+1.39%)","2,258.0","1.39","338,700","0.84"
"4116","大日精化工業","東P","4420","-50.0(-1.12%)","4,420.0","-1.12","80,060","0.96"
"4118","カネカ","東P","4722.0","+29.0(+0.62%)","4,722.0","0.62","311,652","0.94"
"4119","日本ピグメントＨＬＤＧ","東S","3895","-30.0(-0.76%)","3,895.0","-0.76","6,138","1.03"
"4120","スガイ化学工業","東S","2473","-37.0(-1.47%)","2,473.0","-1.47","3,395","0.11"
"4124","大阪油化工業","東S","2453","-7.0(-0.28%)","2,453.0","-0.28","2,633","2.00"
"4125","三和油化工業","東S","2611","+35.0(+1.36%)","2,611.0","1.36","11,281","0.81"
"414A","オーバーラップＨＬＤＧ","東G","1029","+21.0(+2.08%)","1,029.0","2.08","20,580","0.88"
"4151","協和キリン","東P","2648.0","+41.5(+1.59%)","2,648.0","1.59","1,391,880","0.71"
"4165","プレイド","東G","824","+1.0(+0.12%)","824.0","0.12","33,990","0.81"
"4166","かっこ","東G","800","-5.0(-0.62%)","800.0","-0.62","2,186","0.15"
"4167","ココペリ","東G","303","-3.0(-0.98%)","303.0","-0.98","2,399","2.11"
"4168","ヤプリ","東G","836","+20.0(+2.45%)","836.0","2.45","10,855","1.17"
"4169","ＥＮＥＣＨＡＮＧＥ","東G","298","+24.0(+8.76%)","298.0","8.76","12,748","6.41"
"416A","富士ユナイトＨＬＤＧ","東S","1275","+3.0(+0.24%)","1,275.0","0.24","8,441","0.98"
"4170","Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ","東G","190","+5.0(+2.70%)","190.0","2.70","3,233","1.61"
"4171","グローバルインフォメーション","東S","1419","-1.0(-0.07%)","1,419.0","-0.07","4,213","1.56"
"4172","Ｈｉクラテス","東S","2388","+8.0(+0.34%)","2,388.0","0.34","5,320","0.80"
"4174","アピリッツ","東S","680","+0.0(+0.00%)","680.0","0.00","2,849","1.23"
"4175","ｃｏｌｙ","東G","1809","+29.0(+1.63%)","1,809.0","1.63","9,955","2.12"
"4176","ココナラ","東G","380","+19.0(+5.26%)","380.0","5.26","9,141","1.83"
"4177","Ｉ−ＰＬＵＧ","東G","1785","+81.0(+4.75%)","1,785.0","4.75","7,112","2.03"
"4178","Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔ","東G","608","+0.0(+0.00%)","608.0","0.00","2,306","1.50"
"4179","ジーネクスト","東G","351","+5.0(+1.45%)","351.0","1.45","1,907","0.55"
"417A","ブルーゾーン　ＨＬＤＧ","東P","8860.0","-21.0(-0.24%)","8,860.0","-0.24","371,182","0.74"
"4180","Ａｐｐｉｅｒ　Ｇｒｏｕｐ","東P","1093","+18.0(+1.67%)","1,093.0","1.67","112,130","0.89"
"4182","三菱瓦斯化学","東P","3135.0","-18.0(-0.57%)","3,135.0","-0.57","663,637","1.04"
"4183","三井化学","東P","2244.5","+16.0(+0.72%)","2,244.5","0.72","901,588","0.63"
"4186","東京応化工業","東P","6610.0","-122.0(-1.81%)","6,610.0","-1.81","844,758","0.94"
"4187","大阪有機化学工業","東P","4130","+45.0(+1.10%)","4,130.0","1.10","92,553","0.93"
"4188","三菱ケミカルグループ","東P","1023.5","+4.5(+0.44%)","1,023.5","0.44","1,475,341","0.81"
"4189","ＫＨネオケム","東P","2615","+27.0(+1.04%)","2,615.0","1.04","97,146","0.87"
"418A","ウリドキ","名N","910","+0.0(+0.00%)","910.0","0.00","3,900","1.28"
"4192","スパイダープラス","東G","320","+4.0(+1.27%)","320.0","1.27","11,362","1.16"
"4193","ファブリカＨＬＤＧ","東S","2035","+11.0(+0.54%)","2,035.0","0.54","11,142","0.28"
"4194","ビジョナル","東P","8977.0","-120.0(-1.32%)","8,977.0","-1.32","360,363","1.25"
"4196","ネオマーケティング","東S","1220","-10.0(-0.81%)","1,220.0","-0.81","3,096","1.41"
"4197","アスマーク","東S","2348","-11.0(-0.47%)","2,348.0","-0.47","2,717","2.25"
"4198","テンダ","東S","559","+5.0(+0.90%)","559.0","0.90","3,709","0.82"
"4199","ワンダープラネット","東G","1543","+102.0(+7.08%)","1,543.0","7.08","4,009","1.49"
"4202","ダイセル","東P","1482.5","+1.0(+0.07%)","1,482.5","0.07","395,743","1.09"
"4203","住友ベークライト","東P","5444.0","+236.0(+4.53%)","5,444.0","4.53","510,418","1.46"
"4204","積水化学工業","東P","2822.5","+8.5(+0.30%)","2,822.5","0.30","1,215,107","0.73"
"4205","日本ゼオン","東P","1973.5","+33.5(+1.73%)","1,973.5","1.73","412,957","0.95"
"4206","アイカ工業","東P","3601.0","-10.0(-0.28%)","3,601.0","-0.28","243,394","1.18"
"4208","ＵＢＥ","東P","2724.0","+21.5(+0.80%)","2,724.0","0.80","289,289","0.73"
"4212","積水樹脂","東P","2173","+8.0(+0.37%)","2,173.0","0.37","69,131","0.60"
"4216","旭有機材","東P","5650","+20.0(+0.36%)","5,650.0","0.36","111,872","1.01"
"4218","ニチバン","東P","1961","-4.0(-0.20%)","1,961.0","-0.20","40,667","1.43"
"421A","ムービン・ストラテジック・キャ","東G","2851","-34.0(-1.18%)","2,851.0","-1.18","24,069","0.67"
"4220","リケンテクノス","東P","1624","+17.0(+1.06%)","1,624.0","1.06","83,270","0.92"
"4221","大倉工業","東P","4945","+20.0(+0.41%)","4,945.0","0.41","61,392","0.94"
"4222","児玉化学工業","東S","892","+18.0(+2.06%)","892.0","2.06","13,948","1.03"
"4224","ロンシール工業","東S","2018","-2.0(-0.10%)","2,018.0","-0.10","9,334","3.17"
"4228","積水化成品工業","東P","438","-6.0(-1.35%)","438.0","-1.35","20,581","0.85"
"4229","群栄化学工業","東P","4150","-75.0(-1.78%)","4,150.0","-1.78","37,343","2.08"
"4231","タイガースポリマー","東S","989","+1.0(+0.10%)","989.0","0.10","19,890","1.50"
"4234","サンエー化研","東S","835","+7.0(+0.85%)","835.0","0.85","9,452","0.57"
"4235","ウルトラファブリックスＨＬＤＧ","東S","755","+4.0(+0.53%)","755.0","0.53","12,809","0.94"
"4237","フジプレアム","東S","402","-32.0(-7.37%)","402.0","-7.37","11,974","1.97"
"4238","ミライアル","東S","1363","-9.0(-0.66%)","1,363.0","-0.66","13,794","0.53"
"423A","ライオン事務器","東S","365","+3.0(+0.83%)","365.0","0.83","13,611","0.84"
"4240","クラスターテクノロジー","東G","346","-2.0(-0.57%)","346.0","-0.57","1,970","0.34"
"4241","アテクト","東S","584","+0.0(+0.00%)","584.0","0.00","2,591","1.68"
"4242","タカギセイコー","東S","1701","+0.0(+0.00%)","1,701.0","0.00","4,801","0.74"
"4243","ニックス","東S","852","-9.0(-1.05%)","852.0","-1.05","1,979","0.67"
"4245","ダイキアクシス","東S","684","+4.0(+0.59%)","684.0","0.59","9,352","0.30"
"4246","ダイキョーニシカワ","東P","852","+9.0(+1.07%)","852.0","1.07","60,490","0.69"
"4247","ポバール興業","東S","1324","-8.0(-0.60%)","1,324.0","-0.60","3,488","0.17"
"4248","竹本容器","東S","855","-2.0(-0.23%)","855.0","-0.23","10,712","2.09"
"4249","森六","東P","2521","-34.0(-1.33%)","2,521.0","-1.33","36,328","0.82"
"4250","フロンティア","福Q","616","+4.0(+0.65%)","616.0","0.65","856","2.00"
"4251","恵和","東P","1386","+12.0(+0.87%)","1,386.0","0.87","26,729","0.74"
"4255","ＴＨＥＣＯＯ","東G","2126","+30.0(+1.43%)","2,126.0","1.43","4,465","0.58"
"4256","サインド","東G","1560","+20.0(+1.30%)","1,560.0","1.30","9,443","0.96"
"4258","網屋","東G","3060","+55.0(+1.83%)","3,060.0","1.83","27,021","0.87"
"4259","エクサウィザーズ","東G","633","+6.0(+0.96%)","633.0","0.96","54,948","1.47"
"4260","ハイブリッドテクノロジーズ","東G","310","+2.0(+0.65%)","310.0","0.65","3,563","1.59"
"4261","アジアクエスト","東G","4165","+0.0(+0.00%)","4,165.0","0.00","6,154","1.06"
"4262","ニフティライフスタイル","東G","1394","+9.0(+0.65%)","1,394.0","0.65","8,898","0.79"
"4263","サスメド","東G","977","+16.0(+1.66%)","977.0","1.66","16,480","3.28"
"4264","セキュア","東G","1503","-12.0(-0.79%)","1,503.0","-0.79","8,476","0.74"
"4265","Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ","東G","318","+4.0(+1.27%)","318.0","1.27","1,516","1.61"
"4270","ＢｅｅＸ","東G","2341","+14.0(+0.60%)","2,341.0","0.60","5,254","0.18"
"4272","日本化薬","東P","1813.5","+10.0(+0.55%)","1,813.5","0.55","290,160","0.79"
"4274","細谷火工","東S","1053","+0.0(+0.00%)","1,053.0","0.00","4,246","0.83"
"4275","カーリット","東P","2339","-41.0(-1.72%)","2,339.0","-1.72","54,294","1.25"
"4284","ソルクシーズ","東S","532","+5.0(+0.95%)","532.0","0.95","14,269","2.69"
"4286","ＣＬＨＬＤＧ","東S","1070","-5.0(-0.47%)","1,070.0","-0.47","12,361","1.47"
"4287","ジャストプランニング","東S","499","+2.0(+0.40%)","499.0","0.40","6,103","1.16"
"4288","アズジェント","東S","659","+19.0(+2.97%)","659.0","2.97","2,515","1.40"
"428A","サイプレス・ＨＬＤＧ","東S","892","+4.0(+0.45%)","892.0","0.45","11,368","0.69"
"4290","プレステージ・インターナショナ","東P","749","+9.0(+1.22%)","749.0","1.22","95,255","0.73"
"4293","セプテーニＨＬＤＧ","東S","457","+14.0(+3.16%)","457.0","3.16","96,605","1.59"
"4299","ハイマックス","東S","1324","+15.0(+1.15%)","1,324.0","1.15","16,435","1.79"
"429A","テクセンドフォトマスク","東P","3055","-30.0(-0.97%)","3,055.0","-0.97","303,395","0.47"
"4301","アミューズ","東P","2093","-29.0(-1.37%)","2,093.0","-1.37","38,979","0.63"
"4307","野村総合研究所","東P","5930.0","+74.0(+1.26%)","5,930.0","1.26","3,446,762","1.06"
"4308","Ｊストリーム","東G","386","-1.0(-0.26%)","386.0","-0.26","10,830","1.42"
"4310","ドリームインキュベータ","東P","2795","+93.0(+3.44%)","2,795.0","3.44","26,648","1.39"
"4316","ビーマップ","東G","1009","+40.0(+4.13%)","1,009.0","4.13","3,543","5.29"
"4317","レイ","東S","700","+2.0(+0.29%)","700.0","0.29","10,030","1.25"
"4318","クイック","東P","918","-1.0(-0.11%)","918.0","-0.11","51,915","0.85"
"431A","ユーソナー","東G","2367","+54.0(+2.33%)","2,367.0","2.33","20,562","1.60"
"4320","ＣＥ　ＨＬＤＧ","東S","1068","-11.0(-1.02%)","1,068.0","-1.02","18,198","0.44"
"4323","日本システム技術","東P","2654","+28.0(+1.07%)","2,654.0","1.07","65,917","1.32"
"4324","電通グループ","東P","3128.0","+62.0(+2.02%)","3,128.0","2.02","831,422","0.80"
"4326","インテージＨＬＤＧ","東P","1733","-3.0(-0.17%)","1,733.0","-0.17","70,058","1.36"
"4331","テイクアンドギヴ・ニーズ","東P","825","+3.0(+0.36%)","825.0","0.36","12,061","0.77"
"4333","東邦システムサイエンス","東P","1164","+4.0(+0.34%)","1,164.0","0.34","24,210","0.69"
"4334","ユークス","東S","410","-1.0(-0.24%)","410.0","-0.24","4,549","0.97"
"4335","ＩＰＳ　ＨＬＤＧ","東S","1222","+12.0(+0.99%)","1,222.0","0.99","3,013","0.50"
"4337","ぴあ","東P","2692","+27.0(+1.01%)","2,692.0","1.01","42,180","1.71"
"4341","西菱電機","東S","797","-28.0(-3.39%)","797.0","-3.39","2,790","52.50"
"4343","イオンファンタジー","東P","2922","-103.0(-3.40%)","2,922.0","-3.40","57,807","3.90"
"4344","ソースネクスト","東P","144","+3.0(+2.13%)","144.0","2.13","20,033","0.91"
"4345","シーティーエス","東P","1082","-18.0(-1.64%)","1,082.0","-1.64","45,444","0.78"
"4346","ＮＥＸＹＺ．Ｇｒｏｕｐ","東S","816","+2.0(+0.25%)","816.0","0.25","10,993","0.25"
"4347","ブロードメディア","東S","2044","+13.0(+0.64%)","2,044.0","0.64","15,330","0.48"
"4350","メディカルシステムネットワーク","東S","510","-5.0(-0.97%)","510.0","-0.97","15,628","1.85"
"4351","山田再生系債権回収総合事務所","東S","913","-141.0(-13.38%)","913.0","-13.38","3,897","11.71"
"4356","応用技術","東S","1851","-9.0(-0.48%)","1,851.0","-0.48","10,582","1.09"
"4360","マナック・ケミカル・パートナー","東S","840","+11.0(+1.33%)","840.0","1.33","7,245","0.32"
"4361","川口化学工業","東S","1605","-48.0(-2.90%)","1,605.0","-2.90","1,958","0.38"
"4362","日本精化","東P","3055","-25.0(-0.81%)","3,055.0","-0.81","72,778","0.84"
"4365","松本油脂製薬","東S","20500","+220.0(+1.08%)","20,500.0","1.08","92,509","3.00"
"4366","ダイトーケミックス","東S","404","+0.0(+0.00%)","404.0","0.00","13,574","0.43"
"4367","広栄化学","東S","2294","+29.0(+1.28%)","2,294.0","1.28","11,241","0.56"
"4368","扶桑化学工業","東P","7620","+130.0(+1.74%)","7,620.0","1.74","270,594","1.15"
"4369","トリケミカル研究所","東P","3365","-5.0(-0.15%)","3,365.0","-0.15","109,358","1.08"
"436A","サイバーソリューションズ","東G","1289","+3.0(+0.23%)","1,289.0","0.23","20,343","1.54"
"4370","モビルス","東G","391","+5.0(+1.30%)","391.0","1.30","2,384","1.26"
"4371","コアコンセプト・テクノロジー","東G","1264","-25.0(-1.94%)","1,264.0","-1.94","22,250","0.85"
"4372","ユミルリンク","東G","1439","+9.0(+0.63%)","1,439.0","0.63","5,601","0.71"
"4373","シンプレクス・ＨＬＤＧ","東P","949","+2.0(+0.21%)","949.0","0.21","224,128","0.85"
"4374","ＲＯＢＯＴ ＰＡＹＭＥＮＴ","東G","2641","-58.0(-2.15%)","2,641.0","-2.15","10,078","1.32"
"4375","セーフィー","東G","896","+10.0(+1.13%)","896.0","1.13","49,934","1.16"
"4376","くふうカンパニーＨＬＤＧ","東G","168","+3.0(+1.82%)","168.0","1.82","10,150","2.05"
"4377","ワンキャリア","東G","2604","+42.0(+1.64%)","2,604.0","1.64","47,787","1.40"
"4378","ＣＩＮＣ","東G","505","+6.0(+1.20%)","505.0","1.20","1,763","1.60"
"4379","Ｐｈｏｔｏｓｙｎｔｈ","東G","442","+12.0(+2.79%)","442.0","2.79","6,915","2.00"
"4380","Ｍマート","東G","1302","-2.0(-0.15%)","1,302.0","-0.15","6,368","1.07"
"4381","ビープラッツ","東G","585","+1.0(+0.17%)","585.0","0.17","1,585","1.13"
"4382","ＨＥＲＯＺ","東S","856","+10.0(+1.18%)","856.0","1.18","13,020","1.03"
"4384","ラクスル","東P","1959","-5.0(-0.25%)","1,959.0","-0.25","116,433","0.75"
"4385","メルカリ","東P","3040.0","+29.0(+0.96%)","3,040.0","0.96","501,263","0.67"
"4386","ＳＩＧグループ","東S","958","+3.0(+0.31%)","958.0","0.31","5,691","1.14"
"4387","ＺＵＵ","東G","665","-20.0(-2.92%)","665.0","-2.92","3,159","0.24"
"4388","エーアイ","東S","440","+4.0(+0.92%)","440.0","0.92","2,774","1.14"
"4389","プロパティデータバンク","東G","922","-3.0(-0.32%)","922.0","-0.32","10,940","1.61"
"438A","インフキュリオン","東G","1469","-11.0(-0.74%)","1,469.0","-0.74","30,284","1.44"
"4390","ＩＰＳ","東P","3065","-35.0(-1.13%)","3,065.0","-1.13","40,049","1.04"
"4391","ロジザード","東G","1147","-5.0(-0.43%)","1,147.0","-0.43","3,783","1.27"
"4392","ＦＩＧ","東P","355","+4.0(+1.14%)","355.0","1.14","11,216","1.07"
"4393","バンク・オブ・イノベーション","東G","6550","+280.0(+4.47%)","6,550.0","4.47","26,220","0.85"
"4394","エクスモーション","東G","796","+6.0(+0.76%)","796.0","0.76","2,408","3.50"
"4395","アクリート","東G","1138","+1.0(+0.09%)","1,138.0","0.09","8,774","0.71"
"4396","システムサポートＨＬＤＧ","東P","1467","-14.0(-0.95%)","1,467.0","-0.95","30,514","1.54"
"4397","チームスピリット","東G","488","+10.0(+2.09%)","488.0","2.09","8,061","0.31"
"4398","ブロードバンドセキュリティ","東S","1470","+10.0(+0.68%)","1,470.0","0.68","6,754","1.69"
"4401","ＡＤＥＫＡ","東P","4496.0","+21.0(+0.47%)","4,496.0","0.47","466,541","0.88"
"4403","日油","東P","3118.0","-16.0(-0.51%)","3,118.0","-0.51","737,482","1.01"
"4404","ミヨシ油脂","東S","2580","+5.0(+0.19%)","2,580.0","0.19","26,592","0.55"
"4406","新日本理化","東S","250","+2.0(+0.81%)","250.0","0.81","9,322","0.70"
"4409","東邦化学工業","東S","754","+4.0(+0.53%)","754.0","0.53","16,098","0.84"
"4410","ハリマ化成グループ","東P","955","+1.0(+0.10%)","955.0","0.10","24,907","0.67"
"4412","サイエンスアーツ","東G","2144","+71.0(+3.42%)","2,144.0","3.42","17,645","0.62"
"4413","ボードルア","東P","2122","+32.0(+1.53%)","2,122.0","1.53","68,153","0.81"
"4414","フレクト","東G","1794","+78.0(+4.55%)","1,794.0","4.55","11,109","4.05"
"4415","ブロードエンタープライズ","東G","1213","+13.0(+1.08%)","1,213.0","1.08","7,454","2.04"
"4416","Ｔｒｕｅ　Ｄａｔａ","東G","679","+17.0(+2.57%)","679.0","2.57","3,287","0.67"
"4417","グローバルセキュリティエキスパ","東G","3155","+20.0(+0.64%)","3,155.0","0.64","48,298","0.58"
"4418","ＪＤＳＣ","東G","1118","+7.0(+0.63%)","1,118.0","0.63","18,065","0.83"
"4419","ＦｉｎａｔｅｘｔＨＬＤＧ","東G","894","-6.0(-0.67%)","894.0","-0.67","46,397","1.18"
"441A","ＮＥ","東G","689","+73.0(+11.85%)","689.0","11.85","11,369","3.48"
"4420","イーソル","東S","549","-4.0(-0.72%)","549.0","-0.72","10,980","0.57"
"4421","ディ・アイ・システム","東S","977","-12.0(-1.21%)","977.0","-1.21","2,989","2.71"
"4422","ＶＡＬＵＥＮＥＸ","東G","1095","-11.0(-0.99%)","1,095.0","-0.99","3,178","0.66"
"4424","Ａｍａｚｉａ","東G","286","+5.0(+1.78%)","286.0","1.78","1,933","0.66"
